Query,Answer
FARMER ASKED QUERY ABOUT PM KISAN SAMMAN NIDHI YOJANA STATUS ,"--Reason of ineligiblity :-Head of the family already receives the benefit of the scheme.
RECOMMENDED TO CONTACT -B. USHA RANI--8331057421 FOR FURTHER DETAILS "
farmer asked query on nutrient management in bhindi?,"RECOMMENDED TO SPRAY FORMULA-4 600 GRAMS/200 LITER OF WATER/ ACRE ఫార్ములా -4 600 గ్రాములు  / 200 లీటరు నీటికి కలిపి పిచికారీ చేయండి  
RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER(1KG/ACRE).
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి. "
Farmer asked query on Mandi details,"                                                                                 Min Price	Modal Price	Max Price
ANDHRA PRADESH	KURNOOL	ONION	      297	              720	           1,289"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
",దయచేసి రేపు తిరిగి కాల్ చేయండి
FARMER ASKED QUERY ABOUT MARKET INFORMATION OF CHILLI?,RECOMMENDED TO CONTACT  FOR KNOWING MARKET RATE OF YELLOW CHILLI- 1800 270 0224 
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది.జల్లులు పడే అవకాశం లేదు
"
CASTOR MARKET INFORMATION IN ADONI MARKET,"కర్నూలు మార్కెట్ లో 23/03/2024 తేదీ నాటి ఆముదము పంట మార్కెట్ ధరలు (రూపాయలు/క్వింటాల్) :

కనిష్ట ధర: రూ. 5490 /- ,

గరిష్ట ధర: రూ. 5624 /- ,

సరాసరి ధర: రూ. 5540 /- .
"
GROUNDNUT MARKET INFORMATION IN KURNOOL MARKET,"కర్నూలు మార్కెట్ లో తేదీ 22/03/2024 నాటి వేరుశనగ పంట మార్కెట్ ధరలు (రూపాయలు/క్వింటాల్) :

కనిష్ట ధర: రూ. 2,222 /- ,

గరిష్ట ధర: రూ. 6,992 /- ,

సరాసరి ధర: రూ. 3,778 /- .
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది.జల్లులు పడే అవకాశం లేదు
"
Farmer asked query on Weather,"The weather in your Area will be sunny and cloudy with no chance of rain.
మీ ప్రాంతములో వాతావరణం ఎండా, మబ్బులుగా  ఉంటుంది.వర్షం పడే అవకాశం లేదు.
"
"FARMER ASKED QUERY ABOUT SOWING TIME  OF GROUNDNUT
",RECOMMENDED TO SOW GROUNDNUT 
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది.వర్షం పడే అవకాశం లేదు.
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది 
"
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN DRUMSTICK,"RECOMMENDED TO SPRAY AGROMINIMAX 600 GRAMS / 200 LITER OF WATER 
అగ్రోమింమాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి  
"
Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు."
FARMER ASKED QUERY ON SOWING TIME  OF CAULIFLOWER IN KHARIFF,RECOMMENDED TO SOWING TIME  OF CAULIFLOWER IN KHARIFF- JULY MONTH
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY AND DRY WEATHER IN YOUR AREA
మీ ప్రాంతంలో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది 
"
FARMER ASKED QUERY ABOUT MARKET INFORMATION OF ONION?,"                                                                                 Min Price	Modal Price	Max Price
ANDHRA PRADESH	KURNOOL	ONION	     297	             1,294	           1,717/Q"
Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.
"
farmer asked about market price of groundnut,"Min Price	Modal Price	Max Price
ANDHRA PRADESH	KURNOOL	GROUND NUT	4,011	6,142	6,942"
FARMER ASKED QUERY ON TOMATO SOWING TIME,RECOMMENDED TO TOMATO SOWING TIME JANUARAY TO FEBRUARY
FARMER ASKED QUERY ON TOMATO VARIETIES,"వేసవి పంటకు: మారుత మ్, పికెఎం-1 , అర్క వికాస్, అర్క సేరభ్"
 ONION SOWING SEASON ?,RECOMMENDED TO SOW ONION ON JANUARY-FEBRUARY
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME,"--Land Ownership does not stand in his/her name.PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","Land Seeding :  No
Reason of ineligiblity : Farmer got land less (due to sale purchase)
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి

"
FARMER ASKED QUERY ON ANIMAL HUSBANDRY ,"RECOMMENDED VETERINARY CONTACT NUMBERS:  18004250012, 08023417100,  and 9440528060. "
FARMER ASKED QUERY ON STEM ROT  MANAGEMENT IN GROUNDNUT,"RECOMMENDED TO SPRAY TEBUCONAZOLE  25.9EC (FOLICUR) 300 ML /200 LITRES OF WATER / ACRE  (POWDER 25%WG- 300GR/ACRE) 
టెబ్యుకొనజోల్   300ML / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ON TOBACCO CATERPILLAR  MANAGEMENT IN GROUNDNUT,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  (PROCLAIM) 90 GRAMS /200 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
"FARMER ASKED QUERY ON SUCKING PEST MANAGEMENT IN COTTON
","RECOMMENDED TO SPRAY DIFENTHIURON(PEGASUS) 240 GM /150 LITRES OF WATER /ACRE 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి  
"
FARMER ASKED QUERY ON SUCKING PESTS MANAGEMENT IN BRINJAL ,RECOMMENDED TO SPRAY DIMETHOATE  (ROGER) 400 ML /200 LITRES OF WATER /ACRE డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి-
STATE SCHEMS ?,RECOMMENDED TO CONTACT AGRICULTURE OFFICER 
CALL IS DISCONNECTED BY FARMER,CALL IS DISCONNECTED BY FARMER
FARMER ASKED QUERY ON TIKKA LEAF SPOT MANAGEMENT IN GROUNDNUT,"RECOMMENDED TO SPRAY CHLOROTHALONIL (KAVACH) 400 GRAMS / ACRE  
 క్లోరోతలోనిల్  400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS?,DUE TO SITE PROBLEM WE ARE UNABLE TO CHECK THE STATUS .
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME INSTALMENT RELATED ISSUE
","దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
FARMER ASKED QUERY ON UNABLE TO CHECK PMKISAN BENEFICIARY STATUS ,RECOMMENDED TO CONTACT PM-Kisan Helpline No. 155261 / 011-24300606
farmer asked about 0 intrest rate information,"PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER FOR DETAILS ABOUT THE SCHEME
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి

"
farmer asked about jeevamrutham preparation,"cow dung -10kg+ cow urine-10lit+water- 200lit+putta mannu-250g+bengal gram flour-2kg+jaggery 2kgs
తయారీ విధానం ఆవు పేడ -10కిలోలు+ గోమూత్రం-10లీటర్ల+నీరు-200లీటర్లు+పుట్టా మన్ను-250గ్రా+బెంగాల్ శనగపిండి-2కిలోలు+బెల్లం 2కిలోలు"
farmer asked query on chilli badiga market price ?," chilli badiga market price -20,000"
FARMER ASKED QUERY ON PMKISAN LINK ,https://pmkisan.gov.in/BeneficiaryStatus_New.aspx
Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ, మబ్బులుగా ఉంటుంది , వర్షం పడే అవకాశం లేదు."
"FARMER ASKED QUERY ON SUCKING PEST MANAGEMENT IN chilli
","RECOMMENDED TO SPRAY COROMANDEL - Mythri insecticide (Fipronil 7%+Hexathiazox 2% SC) 500 ML / 200 LITRES OF WATER /ACRE - THRIPS & MITES
"
Farmer asked query on Weather," 
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం లేదు"
FARMER ASKED QUERY ON THRIPS MANAGEMENT IN GREENGRAM,"RECOMMENDED TO SPRAY THIAMETHOXAM (ACTARA) 40 GRAMS /200 LITRES OF WATER / ACRE 
థయోమిథాక్జొమ్ (అక్టారా) 40 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
CALL IS DISCONNECTED BY FARMER,CALL IS DISCONNECTED BY FARMER
"
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN ASH GOURD
","RECOMMENDED TO SPRAY AGROMINIMAX 3G GRAMS+NPK 19-19-19 MIXTURE 5 GRAMS / ONE LITER OF WATER 
అగ్రోమింమాక్స్ ఎకరానికి 600 గ్రాములు+NPK 19-19-19  5 గ్రాములు 1 లీటరు  నీటికి కలిపి పిచికారీ చేయాలి 
 
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS
","PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER FOR DETAILS ABOUT THE SCHEME
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
FARMER ASKED ABOUT KISAN CREDIT CARD,"FOR MORE DETAILS PLEASE VISIT NEARBY CSC (common service center) OR NEARBY BANK
దయచేసి మీకు దగ్గరలో ఉన్నమీ సేవ కేంద్రాన్ని  లేదా బ్యాంకును సంప్రదించండి
"
farmer asked query on sucking pest management pumpkin ? ,"RECOMMENDED TO SPRAY ACEPHATE 75% SP (ARTHIN) 300 GRAMS/ 200 LITRES OF WATER / ACRE 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
FARMER ASKED QUERY ABOUT CAN WE GROW SWEET POTATO IN ALKALINE SOILS ? ,"RECOMMENDED TO DO NOT GROW 
చిలగడదుంప కి అనువైన నేలలు : మురుగునీటి పారుదల సౌకర్యం గల ఒండ్రు నేలలు , నల్ల రేగడి , ఇసుకతో కూడిన ఒండ్రు నేలలు  అనుకూలం.ఉదజని  సూచిక 5.6 -6.6   ఉంటె మంచిది.
CONTACT KVK FOR SIOL TESTING - 9989623825"
FARMER ASKED QUERY ABOUT HOPPER MANAGEMENT IN MANGO?,"RECOMMENDED TO SPRAY BUPROFEZIN (APPLAUD) 330 ML /200 LITRES OF WATER/ ACRE (1.65 ML/ 1 LITER OF WATER)   
బుప్రోఫెజిన్ (అప్ లాడ్) 330 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
Farmer asked query about cotton market information ?,"ANDHRA PRADESH	ADONI	COTTON	4,168	7,119	7,769"
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN CHILLI,"RECOMMENDED TO SPRAY FANTAC PLUS-100ML/ACRE 
              OR 
RECOMMENDED TO SPRAY AMBITION 250ML/ACRE
"
Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది.
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
PM KISAN STATUS?,RECOMMENDED TO CONTACT MANDAL AGRICULTURE OFFICER (MAO )
FARMER ASKED QUERY ON PMKISAN UNABLE TO GET INSTALLMENTS ,"PLEASE VISIT NEARBY CSC (common service center)  OR MEE SEVA
దయచేసి  మీకు దగ్గరలో ఉన్నమీ సేవ కేంద్రాన్ని సంప్రదించండి 
"
E-CROP BOOKING ISSUE?,RECOMMENDED TO CONTACT VILLAGE AGRICULTURE ASSISTANT IN RBK
farmer asked query on sucking pest management in tomato ? ,"RECOMMENDED TO SPRAY DIMETHOATE (ROGER) 400 ML /200 LITRES OF WATER /ACRE 
డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ON BORAX AND 13-0-45 USES,"13-0-45 మరియు బొరాక్స్ రెండు మందులు కూడా పోషకాలు, వీటిని పూత మరియు కాయలు రావడానికి వాడుతారు. వీటిని పూత వచ్చే దశలో స్ప్రేయింగ్ చేసుకోవచ్చు."
